review,O,C,E,A,N ,Helpfulness,Tiêu_cực,Trung_tính,Tích_cực
phấn khá tốt mịn mướt nhẹ_nhàng hàng chính hãng độ che_phủ trung_bình không che hết được tàn_nhang mình quảng_cáo phù_hợp mặt bạn ít khuyết_điểm tone 10 nhỉnh hơn da mình có xíu xịu xiu đóng_gói sản_phẩm rất đẹp chắc_chắn,0.6242,0.8259,0.7344,0.8452,0.3741,0.72,0.02,0.03,0.96
chất_lượng sản_phẩm tuyệt_vời hàng chuẩn 100 cushion misha thường dùng tông da trắng ít khuyết_điểm cửa_hàng đóng_gói sản_phẩm rất đẹp chắc_chắn,0.5854,0.763,0.6806,0.7863,0.3978,0.58,0.0,0.0,1.0
toner dùng cực thích mùi cũng thơm nữa chứ sẽ mua fulsize,0.4179,0.3491,0.5017,0.4695,0.5645,0.73,0.0,0.02,0.98
tiếc 40k ship nên đặt 2 bộ ai_ngờ về được không được cũng lúc được lúc không nãn,0.4584,0.6533,0.4175,0.725,0.342,0.25,0.03,0.01,0.97
không giao móc khoá kèm theo mình chưa nhận được phản_hồi từ cửa_hàng,0.4439,0.5575,0.4304,0.6769,0.3368,0.16,0.98,0.02,0.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất hài_lòng sẽ đặt thêm,0.6028,0.748,0.7031,0.8439,0.2773,0.7,0.0,0.0,1.0
giao hang rat nhanh dong goi can than cam on cửa_hàng nhieu,0.4613,0.5807,0.4982,0.6843,0.3594,0.33,0.0,0.06,0.93
mới lắp dùng thấy tốt cáp hơi mỏng sợ không bền 5sao đóng_gói sản_phẩm rất đẹp chắc_chắn,0.4784,0.7297,0.4822,0.7256,0.3798,0.63,0.0,0.0,1.0
dây đeo rất cứngvà thô đeo vào tay cảm_thấy không tmai,0.4367,0.4772,0.4826,0.5282,0.531,0.41,0.99,0.01,0.0
chất_lượng tương_xứng giá tiền tuy_nhiên không phải 7cm cửa_hàng đăng mình đo mới được gần 6cm ạ không đánh_giá 5sao mong cửa_hàng lưu_ý hơn đăng chuẩn ạ,0.6119,0.8084,0.6949,0.8723,0.2696,0.6,0.01,0.47,0.52
mọi nên ủng_hộ cửa_hàng nhiều nha thực_sự cửa_hàng rất uy tính chất_lượng ạ luôn ủng_hộ cửa_hàng hihi chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0.6467,0.8262,0.7757,0.8598,0.3412,0.68,0.0,0.0,1.0
mở hộp ra đóng_gói chắc_chắn hộp sang phấn mắt đẹp em bị mấy chị cty trách mua không rủ huhu em đang chuẩn_bị mua thêm 2 cửa_hàng chuẩn_bị hàng nha,0.6705,0.7419,0.8283,0.884,0.2428,0.7,0.0,0.0,1.0
sản_phẩm dùng được bình đựng không tốt,0.358,0.2389,0.4218,0.3199,0.6678,0.41,0.14,0.82,0.05
cửa_hàng bạn_hàng đã không_trung_thực quảng_cáo giày quân_đội thực_tế không đúng tôi đã mua đều không sử_dụng được không đúng ý mình thích giày quân_đội,0.5675,0.7851,0.6158,0.8258,0.3098,0.45,0.94,0.05,0.0
cân đo không chính_xác lúc cân được lúc không cân được số lúc hiện lúc không nói_chung không chính_xác,0.4868,0.696,0.4794,0.7691,0.2955,0.42,0.93,0.07,0.01
vua moi nhan hang đa bị hư dây,0.4082,0.4034,0.4993,0.442,0.6216,0.06,0.06,0.93,0.0
chất_lượng sản_phẩm tuyệt_vời quá đẹp ạ,0.4497,0.3782,0.5549,0.4669,0.5986,0.41,0.0,0.0,1.0
phần giới_thiệu trùng sư khiến tôi liên_tưởng ma thổi đèn đạo mộ bút_kí tôi mong_chờ trùng sư sẽ một cuốn sách phiêu_lưu mạo_hiểm kịch_tính không đọc trùng sư tôi rất thất_vọng thứ nhất tôi thất_vọng về cách xây_dựng nhân_vật nhân_vật chính 1 anh_chàng thiếu gia đẹp_trai tài_giỏi lạnh_lùng hiểu_biết rộng quá thông_minh rất tài_giỏi có_thể kết một từ_thông_dụng bây_giờ soái ca nhân_vật khác không có đặc_biệt tính_cách không_thể_hiện rõ truyện lời khẳng_định tác_giả tính_cách nhân_vật khác dễ thay_đổi tình_cảm_biến_đổi không có chiều sâu diễn_biến tâm_lí nhân_vật truyện không logic thứ hai khiến tôi thất_vọng chính cốt_truyện cốt_truyện không hề kịch_tính không có đoạn cao_trào khiến tôi tò_mò mọi tình_tiết đều được xây_dựng rất đơn_giản dễ đoán gọi trùng sư trùng xuất_hiện rất ít chủ_yếu tài lẽ liên_quan ngũ_hành phái không rõ_ràng trùng sư khiến tôi đọc rất mù_mờ thứ ba về giọng truyện rất non đơn_giản không có chiều sâu câu thoại sượng không cuốn_hút tôi đọc cố đọc hết truyện không có vào đầu không gây nổi ấn_tượng thấy nhàm,0.5611,0.8281,0.6237,0.7883,0.4096,0.23,1.0,0.0,0.0
tôi xài con samsung thường cũng gần 5 năm rồi thấy ngon nên yên_tâm về chất_lượng lắm,0.528,0.6399,0.5887,0.7747,0.298,0.42,0.0,0.0,1.0
cửa_hàng gửi không đúg mẫu mình đặt,0.3812,0.3819,0.4292,0.413,0.626,0.12,0.89,0.08,0.03
hài_lòng god product quality fast delivery excelent service by seler,0.4376,0.3762,0.5212,0.4695,0.5745,0.28,0.0,0.0,1.0
mua hàng tiki rất nhiều lần rồi đa_số đều ôm cục tức vào nhân_viên giao hàng quá_sức tệ hàng rời kho từ lúc 7h30 sáng hơn 5h chiều không giao khách_hàng được coi mv chạm đáy đau erik thấy nhân_viên giao hàng lịch_sự đưa hàng 2 tay khách_hàng còn chào khách rời đi_nữa đúng diễn quá giỏi,0.5778,0.8177,0.6902,0.7686,0.4693,0.15,0.33,0.01,0.66
đã nhạn được hàng mỗi tội mình đi trật quá,0.4075,0.3352,0.5119,0.3896,0.6786,0.17,0.01,0.56,0.44
chất_lượng sản_phẩm tuyệt_vời sẽ ủng_hộ cửa_hàng,0.4905,0.6239,0.494,0.7436,0.3015,0.58,0.0,0.0,1.0
thấy tiki báo có sale nhận hàng giá niêm_yết sản_phẩm thật buồn,0.4181,0.5072,0.4506,0.5307,0.5391,0.21,0.99,0.0,0.0
giầy đẹp mấy bạn có mua nhớ đặt size nhỏ hơn 1 số nhe,0.4654,0.5289,0.4793,0.6263,0.365,0.62,0.0,0.0,1.0
quá xấu mà_lại lấy nhầm size 1 41chiếc còn lại42,0.382,0.3112,0.5262,0.3012,0.7455,0.36,0.0,0.0,1.0
sim chuẩn giá rẻ cửa_hàng uy_tín,0.487,0.458,0.5615,0.6436,0.3642,0.42,0.0,0.05,0.95
mọi khen chất vải đẹp,0.5862,0.5299,0.7151,0.738,0.3242,0.33,0.01,0.01,0.98
bi tra y,0.349,0.2959,0.4063,0.3367,0.6669,0.1,0.03,0.97,0.0
giao hàng nhanh theo đúng hình không biét cl,0.4175,0.4962,0.435,0.5984,0.4294,0.18,0.86,0.04,0.1
cửa_hàng giao hàng nhanh đóng_gói cẩn_thận sản_phẩm đúng mô_tả cám_ơn cửa_hàng,0.4935,0.7684,0.4815,0.7801,0.3053,0.23,0.0,0.29,0.7
chất_lượng sản_phẩm tuyệt_vời rất đáng tiền,0.4628,0.4432,0.5428,0.5391,0.517,0.38,0.0,0.0,1.0
thời_gian giao hàng nhanh đóng_gói sản_phẩm chắc_chắn đóng_gói sản_phẩm chắc_chắn,0.514,0.7226,0.5532,0.7379,0.376,0.15,0.0,0.06,0.93
mạch rất ổn,0.3651,0.4499,0.4362,0.4301,0.647,0.17,0.01,0.13,0.86
giấy mỏng xấu chất_lượng sản_phẩm rất kém rất không đáng tiền,0.457,0.5168,0.4941,0.6005,0.4498,0.56,0.97,0.0,0.02
em đặt size 40 cửa_hàng ship về size 41 nhắc vậy rồi cửa_hàng làm_ăn như_vậy em cũng chịu ạ lần làm_ăn cẩn_thận đi ạ,0.4976,0.7244,0.5421,0.689,0.4713,0.33,0.02,0.01,0.97
hàng mặc đẹp giao hàng nhanh rất hài_lòng,0.605,0.5661,0.7684,0.8148,0.2299,0.43,0.0,0.0,1.0
giao hàng tận_tình sản_phẩm ổn,0.3571,0.2649,0.496,0.2652,0.7754,0.37,0.01,0.31,0.68
em xem hình thấy htc 10 hay đẩy iso lên bắt_đầu hơi thiếu sáng nhỉ selfie thấy cũng hơi bệt,0.5569,0.6821,0.6015,0.8229,0.2481,0.57,0.38,0.04,0.58
đẹp lắm ạ cửa_hàng_phục_vụ rất tốt,0.5605,0.5459,0.6627,0.7586,0.3,0.37,0.0,0.0,0.99
đồng_hồ đẹp không có vòng_tay vậy cửa_hàng,0.4535,0.455,0.4547,0.5672,0.4513,0.48,0.0,0.0,1.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh rất đáng tiền giày vans hộp cons hơi voly,0.6437,0.7603,0.7795,0.8437,0.3121,0.76,0.01,0.01,0.99
xấu vl ae đừng mua hối_hận,0.4257,0.4082,0.4615,0.5179,0.4667,0.47,0.97,0.01,0.02
mình vừa cắn lên xay thịt đã luộc qua cắt nhỏ máy có mùi khét hỏng luôn vòng 1 sử_dụng,0.5651,0.6872,0.6164,0.8147,0.2634,0.47,1.0,0.0,0.0
chất_lượng sản_phẩm rất kém gậy tặng kèm remote không giống hình đã đăng sản_phẩm nhôm dễ méo quá_trình vận_chuyển không bọc miếng chống sóc nhận sản_phẩm bị méo bị tróc sơn,0.4894,0.78,0.5226,0.6538,0.5481,0.66,0.91,0.03,0.06
sản_phẩm giống ảnh đẹp mới mua nên cần thời_gian theo_dõi thêm,0.4535,0.5881,0.4343,0.6899,0.3104,0.41,0.0,0.03,0.97
chất_lượng sản_phẩm tuyệt_vời ăn nghiện luôn quá ngon quá chuẩn bánh tránh sẽ ủng_hộ dài_dài,0.5932,0.703,0.7161,0.8473,0.2606,0.58,0.01,0.0,0.99
1 số trang_bị rách cần bảo_quản sách tốt hơn_nữa,0.5512,0.6349,0.618,0.8097,0.2454,0.25,0.0,0.0,1.0
đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt thời_gian giao hàng rất nhanh chất_lượng chưa dùng nên chưa biết,0.6433,0.8028,0.7835,0.8666,0.3091,0.29,0.0,0.0,0.99
nói thật mọi mua cuốn về mình đọc được nửa cuốn không đọc nữa có_lẽ do mình quen đọc tiểu_thuyết rồi nên cuốn không phù_hợp thế quái mình thất_tình đọc cũng không thấm,0.5219,0.7594,0.5465,0.7519,0.4142,0.05,0.01,0.99,0.0
tốt dung nhu anh,0.4932,0.4762,0.5416,0.6592,0.3877,0.06,0.0,0.99,0.01
rất đáng tiền chất_lượng sản_phẩm tuyệt_vời,0.4665,0.4319,0.5421,0.5371,0.5104,0.38,0.0,0.0,0.99
form giày 2 đôi không giống nhau đôi bên trái còn đỡ chứ đôi bên phải kiểunhư làm rất ẩu logo vàngđôi bên phải cũng không ngay giữa nữa thiếu_điều muốn sát mép còn tróc nữa nhìn 2 i 1chiếc cũ 1chiếc mới tóm 2 ship khá nhanh chứ đôi giày150 chắclà tiền,0.529,0.8199,0.5702,0.7447,0.4548,0.71,0.21,0.25,0.54
chuột chạy được không biết xài được bao_lâu đóng_gói tệ chuột không có hộp hãng được bọc bịch nilon hộp ngoài bị móp méo,0.4412,0.6569,0.4517,0.6184,0.505,0.56,0.68,0.16,0.16
thật_sự rất thất_vọng về 2 bàn_ủi vừa_mới mua về dùng đã bị chảy nước từ bình chứa rồi không cách khắc_phục được vừa đổ đầy bình nước mới vào dùng thế nước chảy ngược ra luôn tiki còn đưa mỗi giấy bạn_hàng bên họ không có giấy bảo_hành lock lock nên mình mang cửa_hàng lock lock còn bị từ_chối bảo_hành luôn cơ bực hết cả mình,0.5383,0.8116,0.59,0.7361,0.4826,0.47,1.0,0.0,0.0
mình chân 36 lấy sz 35 đi thoải_mái phom to,0.4342,0.3386,0.5669,0.3895,0.6727,0.42,0.0,0.0,1.0
đắp siêu ẩm ạ 3 giá rẻ có deal nên mua lắm nha chị_em d,0.4149,0.4812,0.4279,0.5441,0.4813,0.83,0.0,0.01,0.98
giầy đâu mang đâu chân bok size giầy toms 37 đưa 35 giờ kg biết làm_sao luôn,0.4373,0.5642,0.4888,0.5549,0.541,0.45,0.11,0.13,0.77
san pham rat tốt,0.3657,0.3331,0.4761,0.3546,0.7021,0.25,0.0,0.01,0.99
đây kiểu_dáng s7 thật_sự thất_vọng sản_phẩm thua xa s6 về thiết_kế,0.4656,0.6858,0.443,0.6814,0.4166,0.37,1.0,0.0,0.0
cửa_hàng đóng hàng siêu nhanh nhận hàng siêu_tốc sáng đặt đầu giờ chiều đã nhận được,0.4538,0.6511,0.4565,0.6828,0.3706,0.2,0.0,0.01,0.99
giao hàng cũ không nhận đã giao mình không thích không_trung_thực đã trả hàng hoàn_tiên,0.411,0.5786,0.4245,0.6129,0.4585,0.11,0.99,0.01,0.0
day dong ho bj loi không deo được,0.3897,0.3588,0.4521,0.4197,0.6065,0.38,0.99,0.01,0.0
sách in sai từ trang 88 trang 115 do nhận hàng quá hạn đổi trả mới xem nên không_thể kiểm_tra được,0.4453,0.6481,0.4277,0.6782,0.3922,0.18,0.26,0.09,0.65
mua đồ cửa_hàng nhiều lần va rật hai lòngshop giao đồ nhanh hom truoc đặt hôm đã có phải cửa_hàng cả 10 moi được,0.5464,0.7801,0.5721,0.8631,0.2116,0.51,0.0,0.0,1.0
ha mâ u ma giô qua ca o hiê u suâ tôi râ tôi thâ p 20 sa n phâ mình không hoa n tha nh tô tôi công viê chị ke mình bê n không hiê u_qua,0.5442,0.7477,0.6197,0.7422,0.4295,0.19,0.0,0.0,1.0
sắc được chưa được 20p hết pin,0.4023,0.4116,0.3934,0.4949,0.4985,0.3,1.0,0.0,0.0
thứ cần nhất không có bực_mình,0.3316,0.1354,0.5322,0.1152,0.9021,0.04,0.59,0.41,0.0
mua nhầm hàng giả từ nay cạch mặt lành,0.4251,0.3444,0.5045,0.4635,0.5562,0.29,1.0,0.0,0.0
cháo nhiều ếch dai ngon,0.4057,0.3728,0.4886,0.4317,0.5999,0.23,0.03,0.01,0.96
tôi đã đọc không ít tác_phẩm câu truyện nhà_văn nhật kết_thúc bộ truyện another tôi thật_sự hơi sốc đây một câu truyện kinh_dị nhật bản yếu_tố kinh_dị khó nói bởi có_thể thông_cảm đây lời_văn nhân_vật chính 15 tuổi câu truyện phần đầu tạo đọc một khó hiểu mâu_thuẫn tò_mò tột_cùng đây tính kinh_tế tôi đã nói tôi mang tâm_trạng đọc hết phần 2 lời_lẽ tình_tiết càng ngớ_ngẩn nhảm_nhí mang đậm tính phản nhân_văn tóm thật hối hậnvkhi đặt hi vong vào another,0.5409,0.8351,0.5847,0.7396,0.4856,0.09,0.98,0.02,0.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiềnchủ cửa_hàng hơi ít nói,0.6284,0.7602,0.7388,0.8687,0.2605,0.59,0.0,0.0,1.0
tốt_đẹp phết lúc mua về có hơi bụi chất_lượng sản_phẩm tuyệt_vời,0.483,0.6712,0.471,0.7363,0.3275,0.52,0.0,0.0,1.0
hàng đẹp ưng mỗi tội 5 3 màu trắng giống giống nhau,0.4898,0.512,0.5444,0.643,0.382,0.5,0.11,0.74,0.15
nói_chung cực thích cửa_hàng chủ cửa_hàng hehe,0.4421,0.5128,0.4647,0.5885,0.4555,0.17,0.0,0.0,1.0
thật tuyệt_vời mình rất rất ưng sản_phẩm chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn cửa_hàng_phục_vụ rất tốt rất đáng tiền,0.6556,0.8073,0.793,0.8544,0.343,0.51,0.0,0.0,1.0
quat ban ma giao quat lo cong nghiep,0.4097,0.3461,0.5179,0.4225,0.6242,0.13,0.97,0.03,0.0
đồng_ý bro pen kit sony flare quá chán,0.4114,0.2656,0.61,0.2925,0.7985,0.22,1.0,0.0,0.0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm tốt,0.4369,0.5847,0.4239,0.6283,0.4383,0.33,0.0,0.0,1.0
chưa ăn nên chưa biết nhìn thấy ổn,0.3461,0.3571,0.4464,0.2735,0.7718,0.0,0.01,0.86,0.13
phí giao hàng quá đắt,0.3676,0.285,0.5732,0.2661,0.8385,0.17,0.99,0.01,0.0
sản_phẩm tốt nhận hàng nhanh cảm_ơn cửa_hàng,0.4188,0.5051,0.4333,0.553,0.4833,0.38,0.0,0.03,0.97
giày đẹp mỗi tội form bé quá cửa_hàng không ghi_chú_ý cả,0.4519,0.5131,0.4757,0.6062,0.4442,0.45,0.02,0.52,0.46
mình đã tham_khảo đánh_giá đã nhờ bạn mình chọn mua son tiki giao hàng nhanh gói hàng cẩn_thận tuy_nhiên về chất son dùng mình không thích lắm chất son không dùng được môi khô cần tô son dưỡng trước_son dễ trôi ăn_uống xong trôi gần hết thêm nữa vỏ son nhìn thô không đẹp chút mình thấy hơi thất_vọng về dòng son,0.5718,0.8177,0.665,0.8021,0.4092,0.78,0.87,0.04,0.09
giá_cả chấp_nhận được đóng_gói sản_phẩm tạm được cửa_hàng_phục_vụ kém,0.4816,0.7432,0.4258,0.7901,0.2609,0.38,0.9,0.07,0.02
phí tiền quá thất_vọng về sản_phẩm_chất_lượng sản_phẩm rất kém rất không đáng tiền,0.488,0.6933,0.4989,0.6916,0.429,0.44,1.0,0.0,0.0
đặt 1 kiểu gửi 1 kiểu chất_lượng sản_phẩm rất kém,0.3664,0.3624,0.4334,0.341,0.7027,0.32,0.99,0.0,0.0
không tốt lắm,0.4126,0.3032,0.4672,0.5047,0.505,0.21,1.0,0.0,0.0
giày đẹp giá tốt mỗi form to bé đi bị rộng để_dành sau_này chân dài ra mang tốt,0.6035,0.6582,0.7083,0.8767,0.1936,0.6,0.0,0.01,0.99
màu son đẹp mịn mướt rất thích luôn sẽ ủng_hộ cửa_hàng dài_dài,0.6937,0.6771,0.8799,0.9501,0.108,0.71,0.0,0.0,1.0
sản_phẩm rất đẹp y hình chất_lượng rất tuyệt_vời mik mua một lúc 5 đôi luôn mik sẽ ủng_hộ cửa_hàng dài_dài,0.7088,0.7368,0.8866,0.9554,0.1253,0.7,0.0,0.0,1.0
hàng tốt tốt tốt tuyệt_vời đóng_gói đẹp nói_chung tuyệt_vời,0.5551,0.6126,0.6366,0.8433,0.1853,0.37,0.0,0.0,1.0
đóng_gói sản_phẩm kém,0.3555,0.2467,0.4839,0.2399,0.7865,0.13,0.81,0.12,0.07
êm ak,0.37,0.2288,0.484,0.2553,0.7277,0.14,0.0,0.2,0.8
ưng cực_kì lâu trôi 1 dễ kẻ hai đẹp_mắt la ba mây bạn mới tâp tành trang_điểm nên mua nha vừa rẻ vừa tiện_lợi vcl mình chính_thức thành tín_đồ maycreate từ thời_điểm bôi em kẻ mắt,0.5763,0.7921,0.6606,0.781,0.4086,0.88,0.0,0.01,0.99
khong thi ch phi mình chư chị năng nă mình ma n hi nh cu anh sony,0.4589,0.5464,0.525,0.603,0.4917,0.03,0.24,0.76,0.0
chưa dùng nên chưa dgia bỏ vào ngăn mát tủ_lạnh khăn khô_rang,0.3857,0.5298,0.3852,0.5275,0.5292,0.36,0.99,0.0,0.0
chất_lượng sản_phẩm tuyệt vờisp y hình,0.4199,0.3719,0.4875,0.4434,0.6061,0.31,0.0,0.01,0.99
chất_lượng sản_phẩm tuyệt_vời rất đáng tiền hàng đúng hình mô_tả,0.5174,0.6707,0.5311,0.78,0.2725,0.5,0.0,0.0,1.0
hàng chất_lượng kém không đúng hình quảng_cáo,0.3778,0.3788,0.4278,0.4184,0.6011,0.44,0.84,0.08,0.08
chưa dùng đã bị gãy,0.332,0.1655,0.5346,0.1183,0.9267,0.21,0.08,0.87,0.06
giao hàng nhanh tuy_nhiên mình thấy túi đựng không vừa có mùi cao_su,0.4337,0.5297,0.4422,0.6409,0.3883,0.52,0.09,0.71,0.2
sử_dụng sản_phẩm theo hướng_dẫn 5 lông gần như_không được tẩy sạch mình có thêm 5 nữa cũng không có thay_đổi đáng_kể,0.5753,0.7532,0.6068,0.8359,0.2656,0.59,0.0,0.15,0.85
giao hàng chậm khủng_khiếp,0.3603,0.1807,0.602,0.1765,0.8922,0.12,0.95,0.04,0.01
rất đáng tiền chất_lượng tốt,0.5783,0.5201,0.6998,0.7643,0.2746,0.38,0.0,0.01,0.98
xài được 4 hôm mi rụng ngứa_mắt mọc mấy mụn nước bên mắt gây mờ mắt đã ngưng không dám dùng nữa dám xài lông_mày hồi xưa xài dầu dừa rẻ hơn không có bị giờ xài đắt bị đau_lòng gê không hợp có thành_phần dị_ứng,0.5661,0.7984,0.6416,0.7719,0.4232,0.52,0.11,0.88,0.0
đóng_gói sản_phẩm rất đẹp chắc_chắn tuy_nhiên bát đựng nhựa hơi mỏng sợ đồ nóng vào sẽ sun gặm nướu hơi cứng,0.5606,0.7555,0.6363,0.786,0.3527,0.64,0.13,0.38,0.49
note 2 note 4 note 5 đã đang sử_dụng sẽ không bao_giờ ngừng sử_dụng,0.4791,0.7005,0.4395,0.767,0.2997,0.25,0.0,0.0,1.0
chất_lượng sản_phẩm tuyệt_vời máy ép rất tốt rất kỹ,0.5063,0.5591,0.5775,0.7183,0.3496,0.41,0.0,0.0,1.0
đa xa i thư miniband du râ tôi thi ch giao ha siêu nhanh mi nh mơ i đă tôi ha hôm_qua ma nay đa co ha du cửa_hàng ơ hn co n mi nh ơ hcm chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ rất tốt rất đáng tiền,0.6059,0.8089,0.7175,0.8198,0.3642,0.47,0.0,0.0,1.0
quảg cáo da ság mịn trog 7 ngày nhưg mìh dùg hơn nửa thág r chẳg xi nhê hết,0.4406,0.6941,0.4433,0.6348,0.4891,0.46,0.02,0.92,0.07
quâ n chu chị mo cư,0.4445,0.3594,0.5098,0.4813,0.5574,0.04,0.04,0.96,0.0
cửa_hàng sp tốt,0.4253,0.3931,0.481,0.5227,0.5163,0.07,0.01,0.02,0.97
son rất tệ bở nên sử_dụng được 1 lần sẽ gãy son làm thâm môi chất_lượng son giả,0.4757,0.6718,0.4903,0.712,0.3798,0.56,0.99,0.0,0.01
quảng_cáo có đo thính_lực gửi hàng có đo chiều cao chất_lượng sản_phẩm rất kém cửa_hàng_phục_vụ rất kém,0.5201,0.7533,0.5412,0.7639,0.3533,0.38,1.0,0.0,0.0
vỏ_chai xỉn màu trầy_trụa nhìn vỏ cũ xài nước có mùi hơi hôi,0.5759,0.6556,0.6746,0.8044,0.2834,0.52,1.0,0.0,0.0
thấy hạn sử_dụng 12 tháng không thấy ngày sản_xuất shop ? ?,0.47,0.5351,0.4858,0.6446,0.4068,0.14,0.01,0.98,0.01
không mong_đợi không repeater được mật_khẩu có dấu,0.3495,0.3106,0.4129,0.3296,0.6802,0.3,0.0,0.99,0.01
đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời cửa_hàng_phục_vụ rất tốt thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh,0.6684,0.7865,0.8253,0.8967,0.2569,0.45,0.0,0.0,1.0
